CarAge,Mileage,EngineSize,HorsePower,FuelEfficiency,BrandValue,OwnerCount,Price
5,79694,2.5,449,21.4,8,3,5042459.46
8,156723,4.4,357,12.0,5,4,4096359.53
5,73694,2.1,331,20.0,6,1,4358637.09
13,25008,3.1,419,26.4,5,5,4615721.54
11,247810,1.4,351,14.7,5,5,2829931.03
11,75474,3.6,362,26.3,3,3,3806840.09
11,43185,4.3,338,25.3,4,4,4242143.88
8,92924,3.9,418,8.5,5,4,4282272.51
14,210489,3.1,266,13.3,2,1,2481823.83
3,207211,1.2,94,19.9,6,4,2915246.02
7,39980,4.7,210,23.8,2,2,4029327.52
8,27504,3.8,292,27.4,4,2,4528830.98
3,59970,4.0,89,22.1,1,2,3404186.54
4,21766,4.2,316,16.4,4,3,4321848.82
13,121944,4.0,397,12.1,7,2,4082919.19
7,98922,2.8,270,24.7,8,2,3979456.75
11,147767,3.9,474,12.5,2,5,4176712.39
9,153868,3.5,184,23.3,3,3,3364766.24
13,178615,4.4,452,12.0,1,2,3996655.16
5,150631,4.2,258,10.0,7,1,4306076.26
11,240522,1.2,95,13.5,4,2,1836870.59
6,169211,2.5,123,14.3,8,3,3208262.5
2,125494,1.1,239,22.2,5,4,3799392.56
6,239941,1.4,464,11.5,9,5,3895769.24
11,13802,3.4,490,28.5,6,5,4994208.49
13,209915,4.5,450,20.2,2,3,3990001.23
7,176277,1.5,80,18.8,1,2,2662653.13
9,234822,2.8,96,17.6,1,1,2490864.4
5,39159,4.6,419,20.5,9,2,5605284.11
14,16516,4.3,152,8.5,1,2,2954222.16
9,55492,3.1,359,29.8,3,1,4436010.89
8,34086,4.1,107,20.3,2,5,3279814.68
12,118758,3.1,156,8.8,4,2,2546991.75
5,35480,1.6,390,21.0,1,4,4088575.53
11,188163,1.5,456,17.6,1,4,2976806.62
8,133023,1.8,225,8.5,4,3,2734357.67
12,115195,2.4,467,28.3,4,3,4225224.61
3,183838,4.7,377,8.2,7,1,4857271.9
7,43737,4.2,355,20.7,8,1,4826397.27
10,14265,2.7,255,29.2,8,3,4405278.78
3,119165,3.0,251,13.2,8,2,4502430.74
1,124501,2.1,438,13.6,9,5,5021388.63
9,75990,3.8,212,8.0,1,4,3140022.06
10,237526,4.2,491,9.5,9,1,4745860.7
8,227789,2.0,275,9.0,8,3,3408564.59
4,20386,1.2,211,26.1,1,4,3492439.27
3,109718,3.5,254,26.4,7,1,4419223.96
1,42425,3.3,310,24.0,9,1,5190833.78
0,126635,2.6,77,15.8,4,2,3382031.87
10,179326,3.6,141,26.1,9,1,3666094.41
6,225935,3.2,472,19.9,1,5,4043127.18
5,58634,2.0,357,14.7,9,1,4582831.26
14,222789,2.6,164,17.6,6,5,2453716.88
14,183734,2.7,226,9.4,4,2,2699533.32
1,91988,4.5,110,28.8,5,5,4279959.58
7,239856,4.8,400,21.6,7,4,4505896.18
10,111337,4.6,370,24.1,4,1,4536552.94
3,235359,3.9,338,22.9,8,3,4670893.98
7,223599,3.3,224,22.7,3,3,3387775.78
14,242919,3.8,344,8.4,2,5,2552060.35
6,211524,4.8,223,19.6,1,2,3438693.69
4,146215,2.0,122,26.1,6,5,3362553.63
9,227463,3.1,248,9.0,2,5,2772133.37
9,151653,3.8,490,29.0,8,5,4663843.6
11,72443,3.7,309,17.3,4,4,3637656.68
7,34424,2.0,206,14.4,9,4,3743553.3
13,93844,3.3,324,19.7,4,5,3603202.71
8,46984,4.2,293,25.6,4,2,4386169.65
4,46505,2.9,249,18.4,8,1,4763060.62
9,248133,4.2,251,22.2,8,3,3760493.67
4,107478,2.4,328,19.0,5,4,4167100.58
1,67699,4.8,312,21.9,3,1,4676857.49
4,163029,3.1,165,11.0,2,4,3030538.61
2,161536,3.4,266,8.9,9,4,4595899.73
6,119012,1.1,461,11.0,9,4,4551280.66
9,159721,1.7,83,14.3,5,5,2309354.06
4,178137,3.5,189,13.6,8,5,3757918.96
7,228733,2.7,456,21.5,7,4,4502592.62
0,39758,3.0,477,18.0,3,4,5203395.19
2,141668,1.3,338,8.9,5,3,4049233.29
2,21374,4.3,240,8.8,9,1,5055775.75
8,123686,4.1,482,10.0,4,1,4708463.28
4,8775,1.7,141,15.8,3,2,3500033.47
11,32388,3.5,248,8.1,7,2,3796598.01
8,128800,4.3,239,18.9,8,2,4075678.96
12,26029,3.6,228,15.9,5,5,3518338.52
8,88981,2.2,223,20.2,8,5,3485398.4
0,58639,3.6,471,23.9,5,3,5539912.74
1,119010,1.8,151,13.5,9,5,3594026.36
4,150717,2.3,126,11.5,7,2,3395187.36
3,36105,2.0,76,14.1,5,4,3344770.91
14,149740,3.2,181,8.0,9,2,2983270.69
9,152032,1.4,117,10.6,5,3,2624413.6
8,131519,4.7,149,24.5,8,4,3525152.23
6,147429,2.3,444,12.9,4,5,4169515.62
5,200676,1.9,445,29.9,9,4,4778860.11
6,107739,3.0,385,11.7,6,3,4472832.2
0,56796,2.1,102,25.4,6,5,3788178.36
0,20804,3.1,184,23.5,3,1,4216361.63
7,132732,2.4,453,15.1,3,2,4159904.36
12,150698,1.5,72,15.3,4,2,2142987.6
12,164204,2.1,73,20.4,1,3,2207847.84
1,12951,2.8,425,26.8,6,3,5610750.58
11,142521,1.1,329,16.5,1,2,3046601.38
9,24065,4.1,111,9.3,4,4,3091081.04
10,106503,3.5,78,16.2,7,1,3193782.66
8,110072,3.4,376,12.6,6,1,4541634.81
6,145202,3.2,214,28.7,8,3,4129986.09
5,94360,3.4,470,23.3,4,3,4893510.24
0,67287,4.7,166,9.1,9,4,4474992.36
0,243009,1.0,345,14.4,8,3,3833706.4
1,187774,1.2,211,9.1,5,1,3420946.14
5,173065,1.8,347,26.3,6,2,4099160.95
13,167947,1.7,96,27.9,5,1,2521481.03
5,142126,1.7,112,10.5,6,4,2977365.62
1,235881,3.7,200,17.7,1,2,3686424.93
0,112357,2.8,285,28.5,4,2,4477396.8
9,184589,5.0,163,11.2,9,1,3875977.66
4,212440,1.9,77,14.4,4,2,2679576.83
4,34670,2.2,155,14.7,2,2,3403331.13
1,54112,4.9,414,8.7,6,3,5467278.45
5,93388,4.3,207,8.8,2,2,3719889.94
8,94156,2.9,438,29.0,3,4,4513374.55
1,164379,3.2,482,20.6,7,2,5445840.9
9,249159,4.4,493,14.7,4,3,4341457.1
1,203159,2.9,315,16.3,1,5,3673707.34
2,52922,1.8,90,23.7,9,5,3861273.66
12,199152,4.3,477,16.1,6,4,4188715.64
6,98348,3.2,479,13.0,9,4,4947198.46
5,84335,1.6,334,10.2,3,2,3710181.17
11,31312,3.0,217,24.0,5,2,3660474.6
7,241228,2.7,253,12.0,9,5,3296279.91
14,71985,4.5,296,9.5,6,5,3432085.36
7,135744,1.5,361,17.4,2,1,3574498.6
5,193680,4.5,105,8.9,1,5,2369632.57
11,226034,3.0,315,29.2,9,5,3842483.32
10,105963,2.6,142,21.8,1,4,2709923.94
9,176349,1.6,219,11.4,5,1,3177121.07
2,36551,3.8,70,11.8,1,1,3281470.79
2,94813,4.7,138,20.5,5,2,4185899.59
14,192669,2.5,362,15.8,5,2,3285709.09
0,106025,2.0,299,25.0,7,1,4799044.28
6,129342,3.2,280,20.0,7,1,3984687.52
4,181284,4.2,141,17.5,1,2,3193053.65
3,14637,1.0,432,29.2,9,4,5102223.29
9,48258,3.5,165,16.6,1,4,3233768.53
14,171765,3.4,466,16.8,5,4,4060005.45
3,145896,2.3,153,22.6,7,4,3790135.14
13,134553,2.8,297,25.8,8,2,3563203.65
3,31950,2.0,368,21.8,2,3,4577581.7
5,159560,4.2,305,23.4,1,5,3649477.22
14,132870,3.5,362,16.2,4,5,3758605.2
7,240616,3.1,291,18.5,4,5,3681208.31
7,5215,2.6,292,12.3,6,5,4233516.77
4,110603,2.2,350,23.0,1,2,3870597.25
14,16523,4.3,290,12.9,1,3,3321259.3
5,211972,2.8,285,8.0,3,2,3322296.3
3,73689,3.0,300,28.5,5,3,4592001.64
11,28834,3.1,474,14.7,6,2,4578499.59
13,39474,2.8,238,12.3,5,1,3223313.16
10,48066,2.0,398,13.9,5,3,4248467.24
12,235943,1.5,495,15.3,9,5,3851616.8
8,15400,1.4,111,18.4,2,3,3002978.6
7,130211,4.0,327,9.5,1,4,3755614.28
9,15345,1.9,265,9.2,6,3,3753608.69
11,38896,1.2,461,14.4,9,4,4585215.83
9,221502,4.2,165,14.5,7,4,3451109.53
0,33899,1.6,386,10.6,8,1,5163930.95
14,242243,3.5,83,16.9,5,3,2397421.58
1,33229,2.4,182,14.2,4,1,4061459.55
8,10583,1.5,146,8.6,6,5,3066292.35
7,140969,2.7,346,27.5,3,3,4005837.53
13,76537,1.1,477,27.5,1,2,3880251.16
2,245489,4.4,498,12.6,4,2,4909904.41
7,140639,3.1,389,11.6,9,2,4616121.82
11,79807,1.6,479,20.0,4,4,4045979.81
0,134648,1.9,229,21.9,1,2,3823472.18
9,117652,2.8,382,29.1,4,5,3966454.67
3,213311,1.8,188,16.3,7,3,3479698.47
2,149401,2.1,230,21.6,3,3,3701052.94
5,237117,3.1,377,27.3,6,4,4056657.81
6,76792,4.3,420,17.9,1,4,4656397.91
3,136300,2.6,215,10.7,4,4,3483447.96
6,226354,3.9,232,16.3,3,5,3096390.17
8,218286,4.5,465,11.0,1,3,4030196.58
10,42052,1.9,248,8.4,3,1,3197669.38
1,193841,4.2,158,24.5,4,4,3636983.41
10,51032,4.0,292,13.2,5,2,3972977.49
2,247766,2.4,335,8.0,6,1,3968327.22
4,224793,5.0,308,27.2,2,1,4410336.51
2,38686,2.1,377,17.8,2,4,4352896.73
10,81981,2.0,103,13.3,6,2,2970219.24
7,103802,4.1,440,13.8,5,4,4542043.63
11,199333,2.7,236,13.3,1,4,2653999.81
9,138881,2.3,461,12.3,3,2,4040894.16
7,239337,1.7,194,26.5,5,1,3148918.54
7,177857,4.1,293,11.7,2,1,3787989.14
11,172619,4.1,482,20.4,1,2,4012917.75
11,47818,3.3,219,9.7,9,1,4142018.18
8,105422,4.8,258,28.9,5,5,3698884.63
3,76927,2.3,112,21.3,2,4,3166755.52
4,201753,1.9,98,27.9,4,5,3031049.18
4,84465,3.7,431,16.8,3,5,4759615.2
7,225934,4.0,189,25.8,7,5,3548953.89
6,231599,1.9,406,26.8,1,3,3541715.11
8,118221,1.3,100,23.5,4,3,2731826.44
14,42333,4.2,250,10.0,7,5,4017722.61
14,131457,4.9,231,8.4,5,4,3373943.33
13,21576,3.6,197,11.7,4,5,2941689.23
7,124875,2.1,324,10.6,4,5,3540812.1
1,44405,5.0,363,24.0,2,3,4918994.24
9,99000,4.6,426,20.3,8,5,4639010.23
11,209851,3.1,457,19.6,4,4,3972844.24
3,36601,4.3,323,13.6,2,4,4244650.78
5,72946,4.3,199,11.4,9,5,4414409.24
11,203428,4.7,81,12.5,7,4,3068377.71
1,57116,4.4,104,16.8,3,5,3579209.93
6,236897,3.6,267,24.3,7,3,3780983.83
2,109186,3.4,317,13.6,1,5,4007431.2
12,67894,2.9,179,23.4,1,1,3227982.47
2,170707,3.5,397,18.8,4,3,4490130.97
10,12465,4.2,474,27.5,4,4,5093873.27
1,61754,4.9,314,13.1,4,4,4948905.4
10,234047,2.9,319,17.9,9,3,3843845.26
7,97850,3.3,435,10.1,6,1,4527596.87
5,114765,2.8,386,15.4,3,3,4292532.65
0,221191,3.7,232,19.2,6,2,4159904.28
11,97691,3.5,117,24.1,2,1,2968193.76
0,43871,1.1,468,12.4,2,3,4737143.49
6,198946,3.2,140,12.8,7,2,3502221.57
7,213805,1.4,468,21.9,3,5,3818986.72
4,34511,1.1,203,16.4,7,1,3600595.67
11,85960,4.2,308,18.6,3,5,3727092.22
10,184893,2.0,137,26.4,2,2,2643365.44
4,70776,2.4,347,19.0,4,4,4620558.83
3,206239,1.3,101,22.4,4,4,2784726.22
13,211207,1.7,192,22.4,3,4,2370681.2
5,49462,4.1,91,25.7,9,5,4102585.94
13,197454,3.0,224,22.0,6,1,3198616.01
5,226266,4.5,179,9.4,5,5,3185283.01
2,239453,2.6,340,15.5,6,5,3702979.11
8,37574,2.1,449,29.8,8,4,4838949.15
11,107072,2.4,369,12.3,5,5,3365114.65
10,177982,3.9,184,20.9,4,2,3300041.06
13,209603,3.2,289,26.5,7,3,3573066.32
6,161258,4.6,299,20.9,5,3,4308188.93
0,230853,3.4,321,16.2,4,3,3971775.72
14,158885,3.0,318,9.8,5,4,2996538.39
12,214884,4.1,78,16.0,4,4,2733967.6
6,221597,4.8,103,12.0,8,3,3399413.92
4,83282,2.4,297,29.1,8,1,4791625.5
4,114779,2.0,142,23.7,1,3,3089099.64
13,23557,3.5,468,24.5,3,5,4470570.56
12,164132,3.0,370,17.6,4,3,3665809.56
1,194938,5.0,281,10.4,2,3,3904883.98
3,77104,2.8,141,13.9,5,1,3806461.29
11,236977,1.3,127,13.7,8,4,2492158.85
5,220649,4.9,289,18.7,2,4,3494203.96
9,142152,4.4,440,18.1,9,5,4821224.59
14,149926,1.7,344,17.5,7,3,3406655.1
10,127013,4.6,318,18.9,6,2,4122447.1
6,203767,2.4,85,29.7,8,5,3252500.36
10,163097,2.5,144,14.6,2,4,2484930.57
4,189054,4.6,175,21.5,5,1,3887125.01
8,46081,3.1,205,13.3,4,4,3512644.44
2,140440,1.6,486,18.3,8,4,4920326.44
0,235693,2.5,143,12.4,1,1,3016256.97
3,124181,3.9,323,20.3,3,3,4524369.47
8,32094,1.7,87,13.8,8,3,3142081.29
3,182112,3.4,488,8.8,5,4,4389144.66
1,71766,3.8,112,25.9,4,5,3801902.63
9,88053,2.4,119,10.8,6,2,2954928.33
13,160063,3.8,72,16.1,5,5,2308798.27
13,6301,4.5,301,18.5,3,5,3830236.85
4,164682,2.9,288,17.5,5,4,3913655.72
2,86463,2.5,128,24.0,4,4,3516559.58
12,170750,2.0,353,21.1,1,2,3137740.38
11,29466,3.4,371,14.5,1,2,3895026.67
12,216512,4.5,133,9.1,7,2,2991323.61
8,176947,2.3,139,24.9,4,4,2872256.77
3,31081,2.6,372,15.8,1,4,3970924.29
5,29354,2.6,211,27.6,6,5,4159021.76
1,98297,3.2,460,16.7,1,4,4432967.95
5,23300,1.9,271,23.8,8,3,4302437.59
2,69384,4.3,276,28.7,9,3,4857217.4
11,100027,2.2,484,22.3,3,2,4271509.38
11,126684,3.8,290,17.1,7,4,3733859.5
8,65892,3.1,431,20.5,5,3,4574250.34
10,40525,3.3,315,20.0,3,5,3690991.55
1,162604,1.7,150,20.9,5,1,3393571.98
14,11464,3.9,320,11.2,7,5,3589108.98
11,21562,1.8,120,23.4,7,1,3301599.16
11,112392,1.5,354,11.2,9,5,3575310.79
8,60514,3.2,438,8.3,8,3,4828896.17
4,118428,3.8,468,21.7,4,4,5178351.56
7,117564,1.2,453,10.6,5,1,4508796.88
1,113047,1.3,415,24.9,5,4,4556189.8
5,210291,4.2,273,27.1,2,4,3594962.4
2,37634,4.2,94,28.8,7,3,3968620.62
11,5060,2.0,110,22.6,7,2,3301004.83
11,14269,3.5,138,18.6,9,2,3701368.99
13,199215,2.8,73,15.8,9,1,2664764.37
9,28065,3.5,309,18.8,4,3,3868978.61
4,7895,4.5,430,12.2,5,4,5224727.35
11,85859,1.3,100,15.7,7,5,2748306.98
7,148424,4.1,456,23.8,7,5,4676407.2
9,246251,3.0,186,12.8,8,1,3395625.08
13,185809,3.3,264,13.8,8,1,3558515.38
0,109127,3.6,159,24.5,2,1,4023652.59
4,101426,4.7,247,11.9,9,3,4674338.35
2,168088,1.2,214,13.4,4,5,3243484.52
3,197376,1.1,271,8.4,1,3,2892780.66
1,16962,1.7,391,23.8,1,3,4673509.77
8,38302,4.9,413,21.6,5,4,5009005.22
2,90382,3.9,272,23.3,7,3,4796457.6
14,9011,3.5,93,12.7,5,3,2756070.17
1,134716,1.2,424,23.1,3,4,4094309.84
9,24782,4.5,485,21.1,7,2,5599081.01
10,203763,4.3,174,16.1,1,4,2654496.99
8,125654,3.7,344,17.6,1,1,3936903.33
6,175797,2.4,391,20.5,2,2,4097064.48
5,14196,1.3,129,18.9,1,5,3175857.31
0,48459,3.3,440,22.1,9,3,5756243.72
4,92245,3.9,84,12.0,4,2,3322948.95
11,83863,1.4,154,19.9,7,5,2931914.54
10,128206,3.5,488,17.9,5,4,4531486.78
13,106010,2.1,266,18.1,7,4,3401703.16
14,37769,4.1,304,18.3,7,1,4097794.2
10,112529,3.2,480,27.4,1,1,4001431.56
2,29700,1.5,413,26.0,1,2,4442515.82
0,216428,3.1,332,21.9,3,3,4123266.98
3,212499,2.6,75,23.8,2,4,2716057.97
12,236237,1.7,450,8.9,7,2,3956793.87
1,10269,4.4,358,24.4,3,2,5299260.0
1,126631,1.0,127,18.7,7,2,3459362.0
2,48880,2.2,214,15.0,9,1,4515922.73
7,119003,1.1,435,11.1,1,4,3207810.11
7,144392,1.4,111,9.7,3,1,2812238.62
11,54589,2.2,419,9.0,6,1,4178778.92
14,212348,1.2,269,11.6,9,2,3067033.21
6,40897,3.4,493,8.7,5,5,4826281.54
5,194637,1.3,243,24.1,3,5,3257523.7
8,167002,3.8,454,13.5,8,5,4509192.56
3,193305,1.2,404,16.1,5,2,4237018.06
11,218893,1.2,164,26.1,6,3,2751521.26
0,19380,2.2,286,10.5,2,4,4097746.78
7,212968,4.6,180,26.4,4,2,3538882.93
6,75934,3.6,422,22.1,1,2,4413291.21
6,60830,4.1,249,15.5,4,1,4139137.04
14,10529,1.6,232,10.6,1,5,2596072.57
2,99598,4.3,188,10.0,4,2,4040028.06
3,238294,1.0,394,15.4,2,3,3391948.92
9,87987,1.9,458,11.1,6,4,4257351.39
8,54178,3.5,297,13.9,6,3,4391398.74
14,143009,2.5,214,9.2,8,2,3068986.56
5,126952,4.9,377,21.1,9,2,5231391.76
14,44886,1.1,211,11.2,8,1,2906849.48
14,54699,5.0,191,24.6,1,3,3061792.62
4,81396,3.5,354,12.8,3,1,4403861.29
2,95678,3.2,461,25.6,6,3,5225672.29
8,30279,1.2,295,12.2,1,5,3224364.57
4,174178,2.1,429,23.9,8,5,4898585.15
4,115776,4.7,326,15.3,6,3,4524734.4
13,106444,2.4,354,20.8,1,1,3473329.94
3,111300,3.6,489,8.9,2,5,4466142.84
13,118793,5.0,234,18.9,6,2,3883654.86
3,121278,2.1,290,11.3,8,4,3941111.96
11,215809,3.3,138,18.7,5,1,2794222.22
0,176616,3.8,378,11.1,1,3,4107431.7
6,108247,1.7,293,17.6,2,4,3560814.2
8,247262,1.6,193,10.4,4,4,2553112.06
2,13997,2.8,413,12.8,4,2,4948533.31
11,111102,2.5,408,21.1,7,1,4336106.14
12,90711,3.9,81,29.5,2,4,2977756.78
14,121045,1.3,121,17.9,7,1,2690125.74
1,45860,4.9,198,23.1,7,2,5117717.61
2,8225,1.1,204,19.9,7,3,4288241.77
0,115114,3.4,214,19.0,3,4,3716282.17
5,195542,3.3,196,9.4,6,4,3478154.26
10,118218,1.5,295,11.2,6,4,3553518.71
10,105764,1.6,496,27.4,4,1,4404547.68
6,112041,4.2,140,17.0,1,4,3226595.46
10,117224,4.6,342,21.5,9,1,4495142.34
10,68656,2.1,256,19.6,2,5,3020629.72
1,187952,2.8,72,16.3,9,5,3374898.78
7,197150,2.4,354,16.5,8,1,3970880.61
13,224718,1.3,91,20.2,1,5,1615125.1
5,81290,3.7,235,11.1,7,2,4286187.23
13,61633,4.3,379,16.5,3,2,3955213.99
3,31655,2.2,432,17.8,9,5,4894957.02
4,126118,5.0,315,29.7,5,3,4480315.89
7,179673,1.3,303,15.7,3,1,3544342.74
13,8114,3.6,394,22.2,8,5,4281348.58
2,31502,2.8,227,11.0,3,1,4096863.27
2,54768,2.8,220,9.4,7,5,4246578.62
13,53128,2.8,282,27.2,7,2,3833920.33
14,156100,2.0,445,24.1,7,3,3876605.69
13,191637,3.9,287,15.0,1,1,3146440.43
10,88123,3.9,315,19.1,5,3,4090231.62
3,113255,2.1,372,11.0,1,2,3876472.43
0,171405,4.3,474,23.6,7,4,5355227.86
8,8174,2.3,345,9.5,8,4,4345605.94
7,122769,3.9,220,24.7,7,1,4103583.01
7,40398,1.5,265,20.0,1,2,3433243.66
13,172001,1.7,474,14.1,3,1,3988856.59
9,140393,2.3,90,27.0,3,1,2989835.48
5,128549,3.4,326,29.7,7,1,4859649.09
6,232043,3.6,468,13.6,4,3,4236713.26
5,247580,2.6,86,25.7,3,5,2316945.61
8,191493,1.3,120,24.5,6,2,3238434.26
2,77635,2.5,339,24.4,6,3,4566577.53
13,28760,3.8,384,29.1,5,5,4356611.2
2,147432,3.7,152,18.7,6,1,4069761.06
2,146385,1.6,375,22.8,3,4,3993775.17
9,135674,1.0,193,26.1,5,3,3211699.22
2,247878,4.0,359,18.5,9,2,4741217.68
8,222070,1.4,331,18.6,4,2,3329261.06
11,141873,1.3,434,15.0,2,5,3292246.91
3,19130,1.0,118,25.2,5,3,3383121.09
12,150343,2.7,75,23.1,3,1,2272048.39
6,152147,3.0,186,17.9,3,5,3568124.98
13,238527,3.6,187,17.2,4,2,2987020.01
14,112215,2.2,332,9.6,4,3,3246796.0
8,155056,3.8,422,8.1,5,4,4412334.62
10,93095,1.7,443,19.6,7,1,4677095.78
11,65942,4.3,198,17.2,4,2,3685655.07
6,148933,3.3,466,25.5,7,3,4871951.36
8,103970,3.3,240,19.9,9,4,4211711.43
11,87203,1.8,96,28.6,3,2,2891682.83
2,207448,1.3,268,12.3,5,4,3556831.08
14,197319,2.9,441,29.8,4,2,3850460.19
3,205173,3.5,456,14.6,9,5,4914322.21
13,244802,1.4,383,22.1,5,5,3162105.15
7,157049,4.8,414,19.0,2,5,4166745.33
5,186689,4.9,166,15.9,1,3,3339928.98
4,193545,3.2,86,11.1,7,5,3243782.31
12,222726,4.8,242,11.0,1,3,3127656.17
3,93177,1.7,170,23.7,8,1,4086885.58
7,77902,1.1,255,16.3,9,5,3723888.9
0,97172,1.2,253,29.1,7,3,4451190.96
13,151702,3.4,284,15.2,9,2,3670081.64
8,25056,1.2,320,29.6,6,3,4108267.01
0,143454,4.8,285,12.5,7,3,4902412.89
7,60739,1.6,98,10.3,3,2,3093048.08
3,86685,2.2,171,14.9,9,3,4134431.28
8,53639,4.3,192,27.5,3,2,3871344.04
13,195910,1.9,123,19.5,6,4,2100319.53
10,182113,2.0,352,11.0,4,5,3364257.33
4,5992,3.6,171,12.5,9,1,4550075.61
2,77394,2.1,186,14.8,1,3,3464687.36
8,72657,1.9,173,21.0,9,2,3545921.13
10,32160,2.0,114,15.3,4,5,2759429.01
13,50156,3.0,183,24.4,5,3,3627327.09
13,187447,4.9,412,21.6,1,5,3518077.83
8,91442,4.3,100,27.2,1,4,3184430.37
3,155644,2.1,233,19.0,6,3,3679635.71
10,122925,2.5,258,15.3,1,2,3188847.03
3,9136,2.9,362,29.9,2,4,4591247.51
11,66868,4.9,264,15.8,3,3,3975370.57
7,87263,1.7,361,17.4,7,5,4095399.71
1,37167,2.4,444,25.8,2,4,5002704.28
8,115957,3.9,330,9.9,5,2,4409317.67
12,20479,4.9,499,16.5,9,3,5501976.5
13,124392,1.6,276,9.9,8,5,3263809.63
5,167448,1.9,121,11.1,8,5,3233752.34
8,140895,1.9,118,8.1,2,4,2477211.16
7,206528,1.1,75,8.2,1,3,1830217.07
14,24585,3.4,448,16.4,9,5,4479362.55
14,239847,3.7,463,25.8,4,4,3928980.53
6,153344,3.4,443,20.9,9,1,4973672.46
12,31619,1.3,293,22.0,7,5,3522792.95
13,80069,1.3,92,19.4,6,4,2514202.09
0,44895,1.8,214,26.0,9,1,4426398.33
13,8720,2.2,179,27.4,4,4,3108757.16
11,24267,4.1,281,26.7,1,5,3599361.62
2,151768,1.6,369,25.9,5,1,4816490.48
10,166040,1.2,110,12.0,6,4,2550546.75
13,58364,2.6,468,21.1,6,3,4368204.62
1,159417,2.7,241,20.8,1,1,3628718.08
4,56567,2.8,255,19.6,7,4,3892607.63
14,96229,4.3,283,18.6,8,3,3736614.04
4,197679,1.4,375,10.0,5,1,3669945.73
4,155457,3.8,121,10.2,2,4,2868125.65
3,219730,2.4,139,27.9,2,5,2915757.35
4,202972,2.2,265,21.9,5,1,3757407.63
2,204316,4.7,220,13.8,7,1,4116107.81
11,201497,2.0,497,14.1,7,3,4127373.53
0,83518,3.6,178,21.4,4,4,3835473.93
4,87844,2.1,187,17.0,3,5,3374094.75
12,168991,3.0,434,17.7,9,3,4439122.4
8,95697,4.1,164,9.3,7,1,3830341.74
12,62196,4.5,325,11.1,2,3,3913999.22
8,120600,4.4,113,16.7,1,3,2755096.86
3,105625,3.3,136,23.4,2,3,3468092.58
2,215473,2.0,225,9.1,3,1,3177163.62
0,136567,3.6,392,15.4,5,2,4694525.5
1,49755,3.8,275,23.3,3,3,4292043.69
7,203756,1.0,343,25.4,9,2,4393498.48
0,38324,2.8,224,12.2,4,5,4164725.32
7,83929,4.4,248,24.1,7,5,4477090.7
12,137624,3.0,129,29.0,4,5,2851042.22
6,56272,2.2,143,27.9,3,4,3203502.27
14,171925,4.5,118,25.4,1,1,2798004.92
7,168996,1.6,340,23.7,9,2,4547916.98
11,79462,1.8,142,13.2,1,4,2510314.44
5,232459,3.7,265,21.9,1,2,3460239.48
11,159961,2.4,468,22.2,1,1,3957855.9
13,241538,3.9,248,17.0,5,3,3251698.53
14,59675,1.6,117,18.8,7,4,2766566.99
14,78591,2.0,141,23.3,7,1,3110215.15
8,206262,1.6,182,28.9,1,4,2519071.55
2,158706,4.8,314,14.5,6,5,4514590.03
9,37363,2.6,454,13.4,9,4,4622544.98
3,199824,2.3,460,21.2,6,3,4564820.47
12,82004,1.1,378,10.9,4,3,3448216.1
5,192470,1.6,228,20.8,9,2,3615591.86
7,234530,2.7,343,10.0,3,4,3341027.17
4,45718,1.3,337,18.8,4,5,4149865.23
2,118627,3.0,373,21.6,4,3,4757696.88
5,218988,2.8,99,9.5,4,2,2740033.94
3,31870,4.1,166,12.6,6,5,3957137.18
8,42394,3.6,320,15.4,7,5,4262684.81
12,57057,2.8,76,16.1,9,5,3142187.13
2,84795,1.9,161,22.9,3,1,3551538.3
3,85409,3.9,182,19.6,8,3,4203978.08
6,18016,3.8,328,16.4,8,1,4968606.95
6,47137,1.6,176,17.9,1,1,3306909.08
11,136225,4.7,132,8.3,5,3,3119956.29
11,143925,1.3,459,25.0,5,4,3971815.88
3,17379,1.2,427,8.9,8,2,4822696.56
5,151864,1.7,340,26.2,8,3,4296459.61
11,126169,4.6,268,19.9,2,2,3252496.88
12,174439,3.1,496,19.6,3,4,4235149.92
2,154172,4.2,416,23.5,2,3,4694152.0
5,131082,1.9,406,26.9,1,5,4231849.92
11,118089,3.0,215,28.7,2,3,3399527.27
1,199528,2.4,475,20.0,6,4,4641151.2
7,16049,4.3,130,11.3,1,1,3400737.99
1,136858,1.1,189,27.3,6,3,3577593.19
10,205976,2.0,130,8.9,1,5,1885135.53
6,166771,1.6,378,25.8,2,3,3532110.92
8,127784,4.4,95,23.0,8,1,3595105.56
0,52691,2.9,184,27.9,6,3,4223161.75
7,173112,2.6,109,27.7,9,5,3452393.43
6,229062,2.8,413,9.2,1,4,3293730.32
5,62986,4.9,185,21.4,5,5,4387923.1
5,174834,4.4,205,10.7,7,4,3739734.06
5,159672,3.8,346,9.7,9,5,4596552.18
8,99774,2.2,368,17.9,9,2,4322551.56
1,226849,1.7,90,10.1,4,3,2863675.65
0,155882,4.7,456,24.0,4,3,5022087.28
12,221775,2.7,100,29.3,4,1,2399067.72
11,223419,2.1,316,20.5,3,2,3323417.0
5,110315,2.9,480,13.2,8,1,5100766.2
9,62204,4.7,96,26.6,5,3,3552654.75
10,25085,2.5,142,26.8,7,1,3564252.82
7,182926,3.3,166,24.1,6,4,3250036.97
2,210869,4.2,230,21.5,9,2,4176491.27
